0.738889288,0.194333566,868,181,0.89640306,0.203044459,1.291659263
0.416047058,0.881348123,463,34.5,0.234068201,0.082781457,0.055632082
0.551047572,0.987251559,183,14.4,0.376943462,0.247063561,0.081400344
0.484307909,0.941785479,158,12.2,0.251368267,0.179524859,0.006383042
0.590791553,0.964593583,200,15.3,0.553326936,0.4744726,0.049108721
0.619732827,0.952480151,262,19.3,0.547471476,0.485640605,0.122662496
0.862323142,0.795400316,2460,40.6,0.645468666,0.768499798,0.981677398
0.682033297,0.791099029,592,58.1,0.347452876,0.497217676,0.964566101
0.521235108,0.959038079,263,21.9,0.26569682,0.534528939,0.020214597
0.758345274,0.348586402,1010,216,0.653235583,0.801324503,1.229159365
0.551042647,0.974941615,265,22.7,0.383651705,0.569900615,0.056649811
0.597546527,0.925387665,305,28.5,0.520071416,0.431433225,0.350804156
0.857699403,0.894330144,1560,56.5,0.764408121,0.362146723,1.192245432
0.498710195,0.994497817,258,24.2,0.433812595,0.161399024,0.139089538
0.792155873,0.903552,1790,10.7,0.664725978,0.318255488,0.972964207
0.635969948,0.843740741,505,0,0.646433995,0.273965937,0.422835856
0.61330034,0.988004545,326,39.6,0.626434192,0.243156658,0.102449795
0.622835048,0.980028037,357,39.6,0.657676641,0.316025843,0.212859492
0.818215861,0.933752137,1040,62.9,0.369252682,0.404426385,1.309964792
0.723027764,0.747782857,4380,0,0.628139353,1.295779728,0.955038915
0.811627907,0.89163871,1530,42,0.742980171,0.493259756,1.152715243
0.775950684,0.25741,1230,233,0.714306054,0.654637012,1.21884696
0.764701072,0.860479419,532,76.7,0.852706202,0.57438879,0.582564863
0.741495731,0.934708333,662,112,0.501367659,0.193844095,1.08305982
0.742161642,0.718141333,2550,506,0.823951247,0.310070108,1.005830028
0.833789141,0.896542373,2250,132,0.565349988,0.563542193,1.057966568
0.870198135,0.891816839,1600,66.5,0.852541589,0.613765892,1.157822164
0.711370896,0.966662234,418,47.9,0.730504905,0.437785388,0.552064998
0.742364569,0.893338409,2070,295,0.616128318,0.237124464,1.023355981
0.885989823,0.547474114,1200,0,0.962153076,1.379899917,1.102528821
