0.995476741,0.201927007,869,181,1.079341475,1.650138834,0.97340738
1.360148702,0.919471204,463,34.5,3.631017049,3.48,1.114406116
0.927820994,0.986769317,183,14.4,2.22105393,1.182015757,0.07921339
1.048734761,0.944063091,160,12.2,3.402497016,1.695770805,1.177534641
0.9965226,0.962526104,202,15.3,1.528496888,0.868718758,0.113678865
0.911168137,0.95052381,261,19.3,1.621250874,0.842384745,0.164392737
0.919740279,0.78496944,2460,40.6,1.410328963,0.749802684,0.995824695
1.247606869,0.826495935,590,58.1,2.593607845,1.014219882,1.006476015
1.081707837,0.962502304,263,21.9,3.236384813,0.895424837,1.321512271
1.001084916,0.36607578,1010,216,1.459018355,0.50137741,1.007239371
0.989280454,0.97908575,265,22.7,2.33003808,0.774622156,0.601154367
0.927959707,0.932679426,303,28.5,1.679928434,0.903737259,0.854977696
0.966123639,0.893975248,1560,56.5,1.194687892,1.584682441,0.997340197
1.036150874,0.995666667,252,24.2,1.996650815,1.683405328,1.019137033
0.939332767,0.899084746,1790,10.7,1.370872127,2.361574074,0.978692972
1.001788771,0.849181395,507,0,1.416107484,0.724689165,1.079723051
0.980088424,0.986263889,328,39.6,1.360717193,0.945981555,0.738075784
0.940243937,0.976205941,354,39.6,1.282677918,1.178758414,0.779076292
1.043570193,0.94222314,1040,62.9,2.340034326,1.125694741,1.011797922
1.02217858,0.757156604,4390,0,1.526047842,0.250904704,0.992327104
0.969508842,0.899261745,1540,42,1.191283228,0.403068563,1.001464039
1.020500369,0.263213427,1230,233,1.31671494,0.515384615,1.017332404
0.919001739,0.850502604,532,76.7,1.185091161,0.815987542,0.896600113
1.012952856,0.935676471,660,112,1.838742964,1.293061788,1.009995916
1.02511669,0.726492105,2540,506,1.164280803,0.540596095,0.99335
0.989923624,0.902810345,2250,132,1.627382854,0.748935216,1.00433485
0.961237909,0.888754977,1600,66.5,1.027746355,0.96,1.010772895
1.005497091,0.966833333,418,47.9,1.244966078,0.852672751,1.034379407
1.020366958,0.89786,2070,295,1.516987092,3.070135747,0.997677057
